0, 0, 4584, 1528, -1, -1, -1, -1
1, 0.277386, 291, 574, -1, -1, -1, -1
2, 0.01797, 1243, 5849, -1, -1, -1, -1
3, 2.07251, 64101, 345287, 1.10461e+13, 3.3998e+07, 0, -1
7, 3.77727, 3103, 17080, 187334, 69.6825, -1, -1
6, 0.039265, 12443, 64761, 157760, 61.8349, -1, -1
7, 0.500716, 4731, 24822, 10389.6, 11.501, -1, -1
8, 0.195905, 4731, 23917, 1488.63, 7.26152, -1, -1
9, 0.084532, 4731, 23917, 1488.63, 5.92196, -1, -1
6, 0.024398, 8668, 42127, 1488.63, 5.25878, -1, -1
7, 0.296395, 4890, 24712, 257.237, 5.05478, -1, -1
8, 0.139135, 4890, 24594, 257.237, 4.86783, -1, -1
9, 0.078708, 4890, 24594, 257.237, 4.6589, -1, -1
6, 0.019243, 7632, 36433, 257.237, 4.53246, -1, -1
7, 0.21734, 4928, 24855, 257.237, 4.63218, -1, -1
8, 0.111993, 4928, 24800, 257.237, 4.57896, -1, -1
9, 0.070744, 4928, 24800, 257.237, 4.48481, -1, -1
6, 0.058568, 17863, 91390, 195.198, 4.72951, -1, -1
7, 0.566203, 9584, 50663, 167.102, 4.25674, -1, -1
8, 0.424718, 9584, 50487, 167.102, 4.14112, -1, -1
9, 0.116614, 9584, 50487, 167.102, 3.93168, -1, -1
6, 0.03648, 13667, 69316, 167.102, 4.02238, -1, -1
7, 0.311667, 9623, 50774, 167.102, 3.93608, -1, -1
8, 0.249188, 9623, 50692, 167.102, 3.90359, -1, -1
9, 0.107358, 9623, 50692, 167.102, 3.81716, -1, -1
6, 0.043496, 15735, 81374, 130.562, 4.14955, -1, -1
7, 0.465095, 11138, 59514, 57.7929, 3.87745, -1, -1
8, 0.341708, 11138, 59424, 57.7929, 3.83771, -1, -1
9, 0.124972, 11138, 59424, 45.8569, 3.73177, -1, -1
6, 0.031393, 13635, 70300, 45.8569, 3.82385, -1, -1
7, 0.340367, 11042, 58976, 45.8569, 3.74187, -1, -1
8, 0.253949, 11042, 58954, 45.8569, 3.7322, -1, -1
9, 0.121719, 11042, 58954, 42.1311, 3.68988, -1, -1
6, 0.032418, 13103, 67598, 42.1311, 3.76851, -1, -1
7, 0.285496, 11026, 58908, 42.1311, 3.70058, -1, -1
8, 0.241176, 11026, 58902, 42.1311, 3.69608, -1, -1
9, 0.107701, 11026, 58902, 41.8362, 3.67134, -1, -1
6, 0.030102, 12810, 66600, 37.3073, 3.75186, -1, -1
7, 0.351711, 11221, 60057, 7.80424, 3.68609, -1, -1
8, 0.256515, 11221, 60053, 7.63579, 3.68122, -1, -1
9, 0.115764, 11221, 60053, 7.60121, 3.65868, -1, -1
7, 0.347015, 11088, 59353, 7.60121, 3.65801, -1, -1
4, 11.0546, 11088, 59353, 7.60121, 3.65801, -1, -1
5, 0.333012, 5157, 19504, 7.48365, 3.75743, -1, -1
-1, 13.7554, 5157, 19504, 7.48365, 3.75743, 0, 135
